year,country_iso,country,sector,obligated_usd,disbursed_usd,obligation_to_disbursement
2005,LBR,Liberia,Economic Development,761102.88,652274.65,0.857
2005,LBR,Liberia,Governance,165138.01,145145.64,0.8789
2005,LBR,Liberia,Agriculture,419563.44,323110.46,0.7701
2005,LBR,Liberia,Peace and Security,225688.18,179172.65,0.7939
2005,SLE,Sierra Leone,Governance,1117975.91,996218.67,0.8911
2005,SLE,Sierra Leone,Agriculture,1626843.03,1303583.77,0.8013
2005,SLE,Sierra Leone,Peace and Security,607646.8,564311.62,0.9287
2005,COD,DR Congo,Health,1173756.43,677381.52,0.5771
2005,COD,DR Congo,Humanitarian,7973961.53,7815985.28,0.9802
2005,COD,DR Congo,Education,203676.91,173796.63,0.8533
2005,COD,DR Congo,Governance,295309.13,276196.61,0.9353
2005,COD,DR Congo,Agriculture,52203.79,44641.2,0.8551
2005,COD,DR Congo,Peace and Security,106804.26,79667.31,0.7459
2005,RWA,Rwanda,Peace and Security,532087.91,361285.12,0.679
2005,ZMB,Zambia,Health,840398.62,762906.43,0.9078
2005,ZMB,Zambia,Education,881665.87,881665.87,1.0
2005,ZMB,Zambia,Economic Development,145203.57,112529.17,0.775
2005,ZMB,Zambia,Governance,1200229.52,938467.93,0.7819
2005,ZMB,Zambia,Agriculture,3104969.76,2833000.88,0.9124
2005,ZMB,Zambia,Peace and Security,1098540.62,1007721.1,0.9173
2005,ZWE,Zimbabwe,Health,807014.32,730133.01,0.9047
2005,ZWE,Zimbabwe,Education,2183167.7,1573911.34,0.7209
2005,ZWE,Zimbabwe,Governance,1052300.56,753386.4,0.7159
2005,ZWE,Zimbabwe,Peace and Security,1650287.01,1324503.59,0.8026
2005,MMR,Burma,Health,4117309.44,3290931.59,0.7993
2005,MMR,Burma,Humanitarian,886210.41,798359.91,0.9009
2005,MMR,Burma,Economic Development,2704062.97,1735686.46,0.6419
2005,MMR,Burma,Governance,409147.03,328918.17,0.8039
2005,MMR,Burma,Agriculture,804926.45,804926.45,1.0
2005,MMR,Burma,Peace and Security,568437.25,417245.19,0.734
2005,KHM,Cambodia,Health,332184.06,290598.73,0.8748
2005,KHM,Cambodia,Humanitarian,1165041.71,1097208.79,0.9418
2005,KHM,Cambodia,Education,571738.41,371376.56,0.6496
2005,KHM,Cambodia,Economic Development,1446573.37,1089778.07,0.7534
2005,KHM,Cambodia,Governance,50000.0,29891.99,0.5978
2005,KHM,Cambodia,Agriculture,309429.64,254423.64,0.8222
2005,KHM,Cambodia,Peace and Security,500240.5,453632.65,0.9068
2005,NPL,Nepal,Health,126359.73,84755.23,0.6707
2005,NPL,Nepal,Humanitarian,50000.0,39942.03,0.7988
2005,NPL,Nepal,Education,942103.54,678741.57,0.7205
2005,NPL,Nepal,Economic Development,1459357.19,1408247.37,0.965
2005,NPL,Nepal,Governance,1295654.97,1101695.51,0.8503
2005,NPL,Nepal,Agriculture,2673710.33,2082294.55,0.7788
2005,LKA,Sri Lanka,Health,4168699.41,3761291.8,0.9023
2005,LKA,Sri Lanka,Humanitarian,8547952.72,5942510.18,0.6952
2005,LKA,Sri Lanka,Education,280406.8,231603.71,0.826
2005,LKA,Sri Lanka,Economic Development,3084290.27,2182685.43,0.7077
2005,LKA,Sri Lanka,Agriculture,946266.04,723905.05,0.765
2005,LKA,Sri Lanka,Peace and Security,157273.93,122182.02,0.7769
2005,MAR,Morocco,Health,442206.79,395808.99,0.8951
2005,MAR,Morocco,Economic Development,1678162.58,1410470.28,0.8405
2005,MAR,Morocco,Governance,53391.58,33180.03,0.6214
2005,MAR,Morocco,Agriculture,197133.55,186297.9,0.945
2005,MAR,Morocco,Peace and Security,519552.4,434215.31,0.8357
2005,TUN,Tunisia,Health,381752.23,331180.85,0.8675
2005,TUN,Tunisia,Humanitarian,50000.0,38691.03,0.7738
2005,TUN,Tunisia,Governance,268902.44,204861.75,0.7618
2005,TUN,Tunisia,Agriculture,397003.8,276856.99,0.6974
2005,SEN,Senegal,Health,56283.72,33834.96,0.6012
2005,SEN,Senegal,Humanitarian,1220751.12,720163.18,0.5899
2005,SEN,Senegal,Education,916449.5,665316.45,0.726
2005,SEN,Senegal,Economic Development,83229.82,56219.11,0.6755
2005,SEN,Senegal,Governance,150507.88,139286.41,0.9254
2005,SEN,Senegal,Peace and Security,180872.39,152557.84,0.8435
2005,MLI,Mali,Health,1456709.07,1070152.0,0.7346
2005,MLI,Mali,Education,562464.73,398172.74,0.7079
2005,MLI,Mali,Economic Development,4338552.6,3251367.42,0.7494
2005,MLI,Mali,Peace and Security,201437.15,138454.07,0.6873
2006,AFG,Afghanistan,Health,961194.08,769357.11,0.8004
2006,AFG,Afghanistan,Education,1435603.8,932528.3,0.6496
2006,AFG,Afghanistan,Agriculture,407001.25,301047.4,0.7397
2006,AFG,Afghanistan,Peace and Security,67885.29,55241.08,0.8137
2006,EGY,Egypt,Humanitarian,160566.08,122688.94,0.7641
2006,EGY,Egypt,Education,152947.62,137664.72,0.9001
2006,EGY,Egypt,Economic Development,866033.15,590216.43,0.6815
2006,EGY,Egypt,Peace and Security,290229.69,256932.71,0.8853
2006,ETH,Ethiopia,Health,421985.04,386376.79,0.9156
2006,ETH,Ethiopia,Humanitarian,955800.91,866800.35,0.9069
2006,ETH,Ethiopia,Education,367050.44,313472.53,0.854
2006,ETH,Ethiopia,Governance,1834274.57,1682202.5,0.9171
2006,ETH,Ethiopia,Agriculture,117275.74,94745.48,0.8079
2006,JOR,Jordan,Health,334859.76,317129.9,0.9471
2006,JOR,Jordan,Humanitarian,403146.26,363863.61,0.9026
2006,JOR,Jordan,Education,426608.89,426608.89,1.0
2006,JOR,Jordan,Governance,696800.12,486570.71,0.6983
2006,KEN,Kenya,Health,282276.49,229462.17,0.8129
2006,KEN,Kenya,Humanitarian,735140.21,724371.12,0.9854
2006,KEN,Kenya,Education,76309.41,53272.4,0.6981
2006,KEN,Kenya,Economic Development,205834.87,181389.63,0.8812
2006,KEN,Kenya,Agriculture,694518.49,502565.68,0.7236
2006,KEN,Kenya,Peace and Security,101834.22,72441.87,0.7114
2006,NGA,Nigeria,Health,109724.63,105674.26,0.9631
2006,NGA,Nigeria,Education,482799.76,357599.0,0.7407
2006,NGA,Nigeria,Economic Development,1086347.01,885475.91,0.8151
2006,NGA,Nigeria,Governance,1990294.84,1701821.31,0.8551
2006,NGA,Nigeria,Agriculture,474884.89,406188.38,0.8553
2006,NGA,Nigeria,Peace and Security,811232.68,680142.43,0.8384
2006,PAK,Pakistan,Health,6018673.53,4197405.82,0.6974
2006,PAK,Pakistan,Humanitarian,700629.42,407587.33,0.5817
2006,PAK,Pakistan,Education,88432.38,61721.73,0.698
2006,PAK,Pakistan,Economic Development,733690.97,693956.68,0.9458
2006,PAK,Pakistan,Governance,1979674.86,1750176.3,0.8841
2006,PAK,Pakistan,Agriculture,1827672.29,1380029.69,0.7551
2006,SOM,Somalia,Humanitarian,653091.1,590131.55,0.9036
2006,SOM,Somalia,Education,106132.17,85137.98,0.8022
2006,SOM,Somalia,Governance,130986.79,108464.62,0.8281
2006,SOM,Somalia,Peace and Security,920156.02,658906.87,0.7161
2006,SSD,South Sudan,Health,126099.85,103177.71,0.8182
2006,SSD,South Sudan,Humanitarian,685920.89,399197.15,0.582
2006,SSD,South Sudan,Education,909131.66,772724.27,0.85
2006,SSD,South Sudan,Economic Development,115647.12,101310.01,0.876
2006,SSD,South Sudan,Governance,633558.41,546024.15,0.8618
2006,SSD,South Sudan,Peace and Security,625953.21,421295.77,0.673
2006,SDN,Sudan,Health,957928.59,772672.66,0.8066
2006,SDN,Sudan,Humanitarian,190386.99,155236.4,0.8154
2006,SDN,Sudan,Economic Development,1265561.51,757950.36,0.5989
2006,SDN,Sudan,Governance,874760.08,752527.03,0.8603
2006,SDN,Sudan,Agriculture,386545.47,386545.47,1.0
2006,SDN,Sudan,Peace and Security,453686.73,315527.34,0.6955
2006,UGA,Uganda,Health,267697.6,256067.31,0.9566
2006,UGA,Uganda,Humanitarian,170801.97,144812.94,0.8478
2006,UGA,Uganda,Education,913195.24,777512.58,0.8514
2006,UGA,Uganda,Governance,500167.46,474184.73,0.9481
2006,UGA,Uganda,Agriculture,331935.04,331935.04,1.0
2006,UGA,Uganda,Peace and Security,287937.12,235603.5,0.8182
2006,UKR,Ukraine,Health,50000.0,46981.08,0.9396
2006,UKR,Ukraine,Humanitarian,271100.27,208280.31,0.7683
2006,UKR,Ukraine,Education,146883.95,122243.03,0.8322
2006,UKR,Ukraine,Economic Development,1177862.1,1063097.3,0.9026
2006,UKR,Ukraine,Governance,491193.15,329564.13,0.6709
2006,UKR,Ukraine,Agriculture,388506.15,317610.32,0.8175
2006,UKR,Ukraine,Peace and Security,258127.07,162714.91,0.6304
2006,COL,Colombia,Health,102930.81,69091.9,0.6712
2006,COL,Colombia,Humanitarian,224178.03,189279.79,0.8443
2006,COL,Colombia,Education,672234.77,562374.14,0.8366
2006,COL,Colombia,Economic Development,1354440.03,801044.4,0.5914
2006,COL,Colombia,Governance,172715.7,114850.86,0.665
2006,COL,Colombia,Agriculture,323436.29,285565.92,0.8829
2006,COL,Colombia,Peace and Security,50000.0,40211.97,0.8042
2006,HTI,Haiti,Health,1369380.68,1350875.91,0.9865
2006,HTI,Haiti,Humanitarian,96913.43,65700.24,0.6779
2006,HTI,Haiti,Education,1521009.5,1102947.52,0.7251
2006,HTI,Haiti,Economic Development,682132.92,411263.33,0.6029
2006,HTI,Haiti,Governance,3246753.43,3246753.43,1.0
2006,HTI,Haiti,Agriculture,4149847.61,3112108.69,0.7499
2006,HTI,Haiti,Peace and Security,50000.0,46388.85,0.9278
2006,IRQ,Iraq,Health,7446229.28,6349780.31,0.8528
2006,IRQ,Iraq,Governance,419966.43,230251.28,0.5483
2006,IRQ,Iraq,Agriculture,1576263.75,1167020.37,0.7404
2006,IRQ,Iraq,Peace and Security,794481.68,737825.09,0.9287
2006,YEM,Yemen,Health,3669838.25,2877475.88,0.7841
2006,YEM,Yemen,Humanitarian,296005.34,150577.03,0.5087
2006,YEM,Yemen,Education,1612611.46,1362752.52,0.8451
2006,BGD,Bangladesh,Economic Development,4357537.83,3321549.62,0.7623
2006,BGD,Bangladesh,Governance,84670.98,48945.25,0.5781
2006,BGD,Bangladesh,Agriculture,533858.96,447146.63,0.8376
2006,BGD,Bangladesh,Peace and Security,362646.5,330361.12,0.911
2006,IND,India,Health,396546.24,244118.72,0.6156
2006,IND,India,Education,1115472.59,932146.54,0.8357
2006,IND,India,Economic Development,555543.93,486409.17,0.8756
2006,IND,India,Governance,261654.76,191371.5,0.7314
2006,IND,India,Agriculture,760395.73,550431.16,0.7239
2006,IND,India,Peace and Security,149547.2,113621.17,0.7598
2006,IDN,Indonesia,Education,1055207.67,821733.28,0.7787
2006,IDN,Indonesia,Economic Development,559716.84,474419.53,0.8476
2006,IDN,Indonesia,Governance,74191.45,54759.38,0.7381
2006,IDN,Indonesia,Agriculture,301664.1,273356.41,0.9062
2006,PHL,Philippines,Health,62292.93,60733.33,0.975
2006,PHL,Philippines,Education,143404.92,132202.26,0.9219
2006,PHL,Philippines,Economic Development,657966.4,374771.75,0.5696
2006,PHL,Philippines,Governance,803048.9,706858.52,0.8802
2006,PHL,Philippines,Agriculture,408339.9,324185.18,0.7939
2006,PHL,Philippines,Peace and Security,833870.39,654261.71,0.7846
2006,VNM,Vietnam,Health,285602.71,257030.33,0.9
2006,VNM,Vietnam,Humanitarian,513690.84,513690.84,1.0
2006,VNM,Vietnam,Economic Development,3667160.51,2799838.25,0.7635
2006,VNM,Vietnam,Governance,2550771.73,2244130.68,0.8798
2006,GHA,Ghana,Health,109110.44,86845.79,0.7959
2006,GHA,Ghana,Humanitarian,144308.82,111159.74,0.7703
2006,GHA,Ghana,Education,548116.14,444799.48,0.8115
2006,GHA,Ghana,Economic Development,302886.55,198120.67,0.6541
2006,GHA,Ghana,Governance,385382.62,385033.28,0.9991
2006,GHA,Ghana,Agriculture,244335.82,226658.62,0.9277
2006,GHA,Ghana,Peace and Security,1646138.71,1264672.12,0.7683
2006,TZA,Tanzania,Humanitarian,371819.63,317453.3,0.8538
2006,TZA,Tanzania,Economic Development,1785218.68,1785218.68,1.0
2006,TZA,Tanzania,Peace and Security,1737304.34,1068596.48,0.6151
2006,MOZ,Mozambique,Health,774210.56,518232.71,0.6694
2006,MOZ,Mozambique,Humanitarian,1807180.93,1348255.51,0.7461
2006,MOZ,Mozambique,Education,111934.26,72295.89,0.6459
2006,MOZ,Mozambique,Governance,768524.39,650518.5,0.8465
2006,MOZ,Mozambique,Agriculture,776516.01,494847.17,0.6373
2006,MWI,Malawi,Health,2358077.52,1789034.73,0.7587
2006,MWI,Malawi,Humanitarian,2512956.4,2512956.4,1.0
2006,MWI,Malawi,Education,313308.7,264022.1,0.8427
2006,MWI,Malawi,Economic Development,194869.77,173797.15,0.8919
2006,MWI,Malawi,Agriculture,842298.66,672411.3,0.7983
2006,MWI,Malawi,Peace and Security,1734911.34,1555119.46,0.8964
2006,PER,Peru,Health,659006.44,430508.42,0.6533
2006,PER,Peru,Humanitarian,115068.1,75351.78,0.6548
2006,PER,Peru,Education,165464.39,145310.24,0.8782
2006,PER,Peru,Governance,140925.92,128455.47,0.9115
2006,PER,Peru,Agriculture,55170.49,49778.4,0.9023
2006,PER,Peru,Peace and Security,1581276.07,1247027.32,0.7886
2006,GTM,Guatemala,Health,285009.86,251646.98,0.8829
2006,GTM,Guatemala,Governance,1358936.15,1181452.28,0.8694
2006,SLV,El Salvador,Health,966551.83,651278.64,0.6738
2006,SLV,El Salvador,Humanitarian,50000.0,33156.39,0.6631
2006,SLV,El Salvador,Economic Development,135014.47,97402.5,0.7214
2006,SLV,El Salvador,Governance,327118.38,245145.54,0.7494
2006,SLV,El Salvador,Agriculture,643858.09,610806.33,0.9487
2006,SLV,El Salvador,Peace and Security,264117.29,211395.29,0.8004
2006,MEX,Mexico,Humanitarian,166963.91,155586.67,0.9319
2006,MEX,Mexico,Education,1621075.71,1376593.55,0.8492
2006,MEX,Mexico,Economic Development,957295.22,834972.27,0.8722
2006,MEX,Mexico,Governance,324034.93,255132.38,0.7874
2006,PSE,West Bank and Gaza,Health,177163.91,137266.25,0.7748
2006,PSE,West Bank and Gaza,Humanitarian,523249.13,439944.09,0.8408
2006,PSE,West Bank and Gaza,Education,62712.67,58882.79,0.9389
2006,PSE,West Bank and Gaza,Peace and Security,546928.36,512178.68,0.9365
2006,LBN,Lebanon,Health,2350316.24,1810595.95,0.7704
2006,LBN,Lebanon,Education,2145578.39,1895820.81,0.8836
2006,LBN,Lebanon,Governance,198526.97,177985.26,0.8965
2006,LBN,Lebanon,Agriculture,5833338.5,3351782.3,0.5746
2006,SYR,Syria,Health,122366.18,96480.7,0.7885
2006,SYR,Syria,Education,188538.07,186191.03,0.9876
2006,SYR,Syria,Economic Development,1274669.88,1098674.03,0.8619
2006,SYR,Syria,Agriculture,287309.31,259830.54,0.9044
2006,TUR,Turkey,Humanitarian,50000.0,38810.6,0.7762
2006,TUR,Turkey,Education,811480.84,669161.76,0.8246
2006,TUR,Turkey,Governance,243312.32,219478.93,0.902
2006,TUR,Turkey,Agriculture,131791.36,130019.69,0.9866
2006,TUR,Turkey,Peace and Security,196521.36,170735.58,0.8688
2006,GEO,Georgia,Education,311659.34,311659.34,1.0
2006,GEO,Georgia,Economic Development,438283.31,301152.2,0.6871
2006,GEO,Georgia,Agriculture,1007346.85,823559.03,0.8176
2006,GEO,Georgia,Peace and Security,1161249.09,711775.42,0.6129
2006,MDA,Moldova,Health,394917.68,282785.74,0.7161
2006,MDA,Moldova,Humanitarian,245314.28,176965.48,0.7214
2006,MDA,Moldova,Economic Development,2108217.66,1737809.03,0.8243
2006,MDA,Moldova,Agriculture,2147767.04,2147767.04,1.0
2006,MDA,Moldova,Peace and Security,718194.26,583517.75,0.8125
2006,KOS,Kosovo,Health,107147.76,87980.02,0.8211
2006,KOS,Kosovo,Humanitarian,275945.08,263616.3,0.9553
2006,KOS,Kosovo,Economic Development,2759365.44,2759365.44,1.0
2006,KOS,Kosovo,Agriculture,2910140.24,2327758.78,0.7999
2006,KOS,Kosovo,Peace and Security,615680.52,464947.0,0.7552
2006,LBR,Liberia,Health,1318601.98,1273967.17,0.9661
2006,LBR,Liberia,Humanitarian,216670.79,173519.52,0.8008
2006,LBR,Liberia,Governance,408951.74,306563.83,0.7496
2006,LBR,Liberia,Agriculture,1276839.45,1042729.55,0.8166
2006,LBR,Liberia,Peace and Security,882468.68,812104.1,0.9203
2006,SLE,Sierra Leone,Health,381966.53,333009.72,0.8718
2006,SLE,Sierra Leone,Humanitarian,1302395.39,585608.58,0.4496
2006,SLE,Sierra Leone,Education,221406.29,175433.7,0.7924
2006,SLE,Sierra Leone,Economic Development,1559147.19,1394068.17,0.8941
2006,SLE,Sierra Leone,Agriculture,4085635.91,3049797.84,0.7465
2006,SLE,Sierra Leone,Peace and Security,3270076.73,2817206.76,0.8615
2006,COD,DR Congo,Health,831649.85,643295.61,0.7735
2006,COD,DR Congo,Humanitarian,1809689.12,1585910.4,0.8763
2006,COD,DR Congo,Education,1507270.48,1314691.64,0.8722
2006,COD,DR Congo,Governance,722940.33,563356.39,0.7793
2006,COD,DR Congo,Agriculture,556229.13,392414.47,0.7055
2006,RWA,Rwanda,Health,410180.87,335166.89,0.8171
2006,RWA,Rwanda,Education,554663.88,459159.08,0.8278
2006,RWA,Rwanda,Economic Development,1578249.13,1163088.54,0.7369
2006,RWA,Rwanda,Governance,59478.1,41195.54,0.6926
2006,RWA,Rwanda,Peace and Security,249777.52,216062.76,0.865
2006,ZMB,Zambia,Health,590309.82,327138.87,0.5542
2006,ZMB,Zambia,Humanitarian,255934.84,226439.35,0.8848
2006,ZMB,Zambia,Economic Development,3437475.6,2574517.99,0.749
2006,ZMB,Zambia,Governance,50000.0,50000.0,1.0
2006,ZMB,Zambia,Peace and Security,228642.99,157519.93,0.6889
2006,ZWE,Zimbabwe,Health,490673.64,490673.64,1.0
2006,ZWE,Zimbabwe,Humanitarian,50000.0,46066.6,0.9213
2006,ZWE,Zimbabwe,Education,411416.21,411416.21,1.0
2006,ZWE,Zimbabwe,Governance,537271.9,392080.75,0.7298
2006,ZWE,Zimbabwe,Agriculture,142560.99,125578.8,0.8809
2006,MMR,Burma,Health,1629639.68,1348572.57,0.8275
2006,MMR,Burma,Humanitarian,1034359.08,813963.99,0.7869
2006,MMR,Burma,Education,416072.45,371945.75,0.8939
2006,MMR,Burma,Economic Development,607636.78,528602.13,0.8699
2006,MMR,Burma,Governance,335549.26,253767.41,0.7563
2006,MMR,Burma,Peace and Security,898062.03,898062.03,1.0
2006,KHM,Cambodia,Health,85141.81,71154.84,0.8357
2006,KHM,Cambodia,Humanitarian,391573.22,373516.93,0.9539
2006,KHM,Cambodia,Education,884207.87,698111.73,0.7895
2006,KHM,Cambodia,Economic Development,406270.62,336625.59,0.8286
2006,KHM,Cambodia,Governance,885759.01,695356.11,0.785
2006,NPL,Nepal,Health,226253.84,164149.0,0.7255
2006,NPL,Nepal,Humanitarian,399184.71,315580.91,0.7906
2006,NPL,Nepal,Economic Development,755503.13,471840.26,0.6245
2006,NPL,Nepal,Governance,150446.8,150446.8,1.0
2006,NPL,Nepal,Agriculture,349621.18,290855.52,0.8319
2006,NPL,Nepal,Peace and Security,514582.76,514582.76,1.0
2006,LKA,Sri Lanka,Health,1438528.18,1377049.35,0.9573
2006,LKA,Sri Lanka,Education,1216063.84,1139365.42,0.9369
2006,LKA,Sri Lanka,Economic Development,1411458.96,1230415.95,0.8717
2006,LKA,Sri Lanka,Governance,7617296.27,6780805.46,0.8902
2006,LKA,Sri Lanka,Agriculture,689822.84,642532.85,0.9314
2006,LKA,Sri Lanka,Peace and Security,1077841.09,1043711.04,0.9683
2006,MAR,Morocco,Health,133524.32,102016.7,0.764
2006,MAR,Morocco,Humanitarian,618007.99,615252.14,0.9955
2006,MAR,Morocco,Education,166078.89,130728.58,0.7871
2006,MAR,Morocco,Economic Development,300072.53,243297.41,0.8108
2006,MAR,Morocco,Governance,68068.87,62347.74,0.916
2006,MAR,Morocco,Agriculture,1063211.51,749522.51,0.705
2006,TUN,Tunisia,Education,640490.12,640490.12,1.0
2006,TUN,Tunisia,Economic Development,241862.64,179940.9,0.744
2006,TUN,Tunisia,Agriculture,180975.53,141950.59,0.7844
2006,SEN,Senegal,Humanitarian,405586.92,337586.11,0.8323
2006,SEN,Senegal,Education,179594.55,139052.31,0.7743
2006,SEN,Senegal,Economic Development,330354.97,263504.77,0.7976
2006,SEN,Senegal,Governance,115086.23,115086.23,1.0
2006,SEN,Senegal,Agriculture,260619.24,231807.02,0.8894
2006,SEN,Senegal,Peace and Security,1108432.09,1078148.94,0.9727
2006,MLI,Mali,Humanitarian,154160.27,136155.28,0.8832
2006,MLI,Mali,Governance,950040.26,934697.38,0.9839
2006,MLI,Mali,Peace and Security,746333.8,657569.39,0.8811
2007,AFG,Afghanistan,Health,2560772.34,2126688.37,0.8305
2007,AFG,Afghanistan,Economic Development,780003.76,610873.29,0.7832
2007,AFG,Afghanistan,Governance,50000.0,49287.24,0.9857
2007,AFG,Afghanistan,Peace and Security,183037.55,132169.65,0.7221
2007,EGY,Egypt,Health,193062.02,165330.37,0.8564
2007,EGY,Egypt,Education,1033381.83,1033381.83,1.0
2007,EGY,Egypt,Economic Development,1183658.11,837338.02,0.7074
2007,EGY,Egypt,Agriculture,88118.86,60421.52,0.6857
2007,ETH,Ethiopia,Health,237573.94,167896.32,0.7067
2007,ETH,Ethiopia,Humanitarian,615584.11,546207.24,0.8873
2007,ETH,Ethiopia,Economic Development,554364.85,440089.97,0.7939
2007,ETH,Ethiopia,Governance,1393392.47,1286396.79,0.9232
2007,ETH,Ethiopia,Agriculture,431453.88,431453.88,1.0
2007,ETH,Ethiopia,Peace and Security,345079.98,278475.74,0.807
2007,JOR,Jordan,Humanitarian,865600.61,715727.86,0.8269
2007,JOR,Jordan,Economic Development,89731.63,67842.64,0.7561
2007,JOR,Jordan,Governance,7522517.0,7522517.0,1.0
2007,JOR,Jordan,Agriculture,772825.25,727143.05,0.9409
2007,KEN,Kenya,Health,1567899.72,1115488.78,0.7115
2007,KEN,Kenya,Humanitarian,294575.18,200055.61,0.6791
2007,KEN,Kenya,Economic Development,1825905.85,1198739.57,0.6565
2007,KEN,Kenya,Agriculture,350687.21,268258.12,0.7649
2007,NGA,Nigeria,Humanitarian,151956.88,130920.34,0.8616
2007,NGA,Nigeria,Education,636879.3,610955.86,0.9593
2007,NGA,Nigeria,Economic Development,1327414.94,1167276.61,0.8794
2007,NGA,Nigeria,Governance,638933.81,460354.76,0.7205
2007,NGA,Nigeria,Agriculture,496703.68,482330.74,0.9711
2007,NGA,Nigeria,Peace and Security,876510.27,639562.89,0.7297
2007,PAK,Pakistan,Health,435552.4,429740.26,0.9867
2007,PAK,Pakistan,Humanitarian,507051.04,369233.8,0.7282
2007,PAK,Pakistan,Education,753720.76,613458.35,0.8139
2007,PAK,Pakistan,Economic Development,3758360.52,3009524.78,0.8008
2007,PAK,Pakistan,Governance,2254926.07,1863202.46,0.8263
2007,PAK,Pakistan,Agriculture,468669.99,337721.17,0.7206
2007,PAK,Pakistan,Peace and Security,190361.21,167779.4,0.8814
2007,SOM,Somalia,Education,50000.0,42868.99,0.8574
2007,SOM,Somalia,Economic Development,654499.34,467779.37,0.7147
2007,SOM,Somalia,Governance,2598047.18,1597965.7,0.6151
2007,SOM,Somalia,Agriculture,493762.77,292768.65,0.5929
2007,SOM,Somalia,Peace and Security,562054.93,426572.37,0.759
2007,SSD,South Sudan,Health,21735019.39,16795427.54,0.7727
2007,SSD,South Sudan,Humanitarian,185250.99,143755.95,0.776
2007,SSD,South Sudan,Education,493520.15,342681.67,0.6944
2007,SSD,South Sudan,Economic Development,309792.59,203444.82,0.6567
2007,SSD,South Sudan,Agriculture,1433912.68,1259180.26,0.8781
2007,SSD,South Sudan,Peace and Security,552744.69,467521.36,0.8458
2007,SDN,Sudan,Health,265596.24,232675.13,0.876
2007,SDN,Sudan,Humanitarian,180590.53,152184.85,0.8427
2007,SDN,Sudan,Education,314810.63,279586.43,0.8881
2007,SDN,Sudan,Economic Development,1982288.15,1579848.55,0.797
2007,SDN,Sudan,Agriculture,151875.45,128581.45,0.8466
2007,SDN,Sudan,Peace and Security,642189.71,577146.48,0.8987
2007,UGA,Uganda,Humanitarian,2361830.6,1873949.34,0.7934
2007,UGA,Uganda,Governance,528301.15,361464.95,0.6842
2007,UGA,Uganda,Agriculture,3827862.69,3827862.69,1.0
2007,UGA,Uganda,Peace and Security,178305.95,178305.95,1.0
2007,UKR,Ukraine,Health,508378.51,508378.51,1.0
2007,UKR,Ukraine,Humanitarian,1421888.6,1213940.77,0.8538
2007,UKR,Ukraine,Education,197314.25,171801.6,0.8707
2007,UKR,Ukraine,Governance,2208740.5,1445583.43,0.6545
2007,COL,Colombia,Humanitarian,598373.01,475726.49,0.795
2007,COL,Colombia,Education,291022.5,256760.01,0.8823
2007,COL,Colombia,Governance,3354540.63,3280961.98,0.9781
2007,COL,Colombia,Agriculture,114277.14,98880.62,0.8653
2007,COL,Colombia,Peace and Security,404051.3,309441.06,0.7658
2007,HTI,Haiti,Health,50000.0,27784.97,0.5557
2007,HTI,Haiti,Humanitarian,1734031.61,1389791.96,0.8015
2007,HTI,Haiti,Education,952588.04,862017.5,0.9049
2007,HTI,Haiti,Economic Development,369485.03,322381.76,0.8725
2007,HTI,Haiti,Governance,643901.61,569190.74,0.884
2007,HTI,Haiti,Peace and Security,188467.77,160340.18,0.8508
2007,IRQ,Iraq,Humanitarian,1574069.25,1382914.5,0.8786
2007,IRQ,Iraq,Education,88256.53,78284.06,0.887
2007,IRQ,Iraq,Economic Development,213313.76,153104.24,0.7177
2007,IRQ,Iraq,Governance,1400084.95,1027623.18,0.734
2007,IRQ,Iraq,Peace and Security,318536.5,318536.5,1.0
2007,YEM,Yemen,Health,65885.11,52003.73,0.7893
2007,YEM,Yemen,Humanitarian,629392.58,573005.76,0.9104
2007,YEM,Yemen,Education,364508.77,275085.91,0.7547
2007,YEM,Yemen,Economic Development,714913.24,659442.42,0.9224
2007,YEM,Yemen,Governance,2100544.78,1730081.76,0.8236
2007,YEM,Yemen,Agriculture,792623.52,549399.64,0.6931
2007,YEM,Yemen,Peace and Security,92613.66,56638.11,0.6116
2007,BGD,Bangladesh,Health,1468919.52,1468919.52,1.0
2007,BGD,Bangladesh,Education,150935.44,141649.52,0.9385
2007,BGD,Bangladesh,Governance,1192795.79,1058441.5,0.8874
2007,IND,India,Economic Development,3160867.66,3160867.66,1.0
2007,IDN,Indonesia,Health,236042.4,142449.03,0.6035
2007,IDN,Indonesia,Humanitarian,1834143.26,1604914.93,0.875
2007,IDN,Indonesia,Education,334468.82,258295.12,0.7723
2007,IDN,Indonesia,Governance,2216642.96,1686622.59,0.7609
2007,PHL,Philippines,Health,1022852.94,787809.0,0.7702
2007,PHL,Philippines,Humanitarian,1013867.89,667528.58,0.6584
2007,PHL,Philippines,Education,90813.15,54144.24,0.5962
2007,PHL,Philippines,Governance,610900.69,411973.41,0.6744
2007,PHL,Philippines,Agriculture,100268.64,76634.17,0.7643
2007,PHL,Philippines,Peace and Security,349994.57,322811.77,0.9223
2007,VNM,Vietnam,Humanitarian,1200523.42,737932.03,0.6147
2007,VNM,Vietnam,Economic Development,273500.92,234368.57,0.8569
2007,VNM,Vietnam,Governance,1237594.13,1125404.78,0.9093
2007,GHA,Ghana,Health,291234.99,258615.73,0.888
2007,GHA,Ghana,Education,328298.82,326038.07,0.9931
2007,GHA,Ghana,Economic Development,167946.09,147607.39,0.8789
2007,GHA,Ghana,Governance,1259620.83,848976.43,0.674
